corpus	ID	Agent marking	Agent_animacy	Agent_wordcount	Patien_animacy	Affectdness	Verb		
mix	172	oleh	0	2	0	1	terpengaruh		
mix	585	oleh	0	4	0	1	terpengaruh		
mix	6888	oleh	0	10	1	1	terpengaruh		
mix	11857	oleh	0	1	1	1	terpengaruh		
mix	12605	oleh	0	6	1	1	terpengaruh		
mix	42029	zero	0	6	0	1	terpengaruh		
mix	51078	zero	1	1	1	1	terpengaruh		
mix	58343	oleh	0	2	0	1	terpengaruh		
mix	64655	oleh	0	2	0	1	terpengaruh		
mix	65437	oleh	0	4	1	1	terpengaruh		
mix	74746	oleh	0	2	1	1	terpengaruh		
mix	77364	oleh	0	2	0	1	terpengaruh		
mix	77746	oleh	0	1	1	1	terpengaruh		
mix	77876	zero	0	0	0	1	terpengaruh		
mix	87222	oleh	0	1	0	1	terpengaruh		
mix	93235	zero	0	1	0	1	terpengaruh		
mix	102319	zero	0	3	0	1	terpengaruh		
mix	103169	zero	0	6	1	1	terpengaruh		
mix	110121	zero	0	2	1	1	terpengaruh		
mix	111054	oleh	0	2	0	1	terpengaruh		
mix	128906	oleh	0	3	0	1	terpengaruh		
mix	130168	oleh	0	2	0	1	terpengaruh		
mix	137779	zero	0	1	1	1	terpengaruh		
mix	146033	zero	0	6	1	1	terpengaruh		
mix	157787	zero	0	2	1	1	terpengaruh		
mix	162395	oleh	0	1	0	1	terpengaruh		
mix	162899	oleh	0	2	1	1	terpengaruh		
mix	172676	zero	0	4	0	1	terpengaruh		
mix	174358	oleh	0	6	1	1	terpengaruh		
mix	175703	oleh	0	2	1	1	terpengaruh		
mix	178344	zero	0	2	1	1	terpengaruh		
mix	184804	oleh	0	3	1	1	terpengaruh		
mix	191180	zero	0	2	1	1	terpengaruh		
mix	198293	zero	0	4	1	1	terpengaruh		
mix	198741	zero	0	8	0	1	terpengaruh		
mix	217966	oleh	0	3	0	1	terpengaruh		
mix	227205	zero	1	3	0	1	terpengaruh		
mix	231682	oleh	0	4	0	1	terpengaruh		
mix	235438	zero	0	8	1	1	terpengaruh		
mix	236861	zero	0	3	0	1	terpengaruh		
mix	244578	zero	0	6	0	1	terpengaruh		
mix	248188	zero	0	2	0	1	terpengaruh		
mix	248616	zero	0	5	0	1	terpengaruh		
mix	252588	zero	0	1	0	1	terpengaruh		
mix	264751	oleh	0	9	0	1	terpengaruh		
mix	281178	oleh	0	2	0	1	terpengaruh		
mix	285255	oleh	0	8	1	1	terpengaruh		
mix	289339	oleh	0	3	1	1	terpengaruh		
mix	289420	oleh	0	14	0	1	terpengaruh		
mix	291553	oleh	0	1	1	1	terpengaruh		
mix	292306	oleh	0	2	1	1	terpengaruh		
web	3325	zero	0	3	0	1	terpengaruh		
web	9062	oleh	0	8	0	1	terpengaruh		
web	24460	oleh	0	1	0	1	terpengaruh		
web	27918	zero	0	4	1	1	terpengaruh		
web	42024	oleh	1	1	0	1	terpengaruh		
web	44435	oleh	0	2	0	1	terpengaruh		
web	44497	zero	0	2	0	1	terpengaruh		
web	50941	zero	0	2	0	1	terpengaruh		
web	61461	zero	0	3	1	1	terpengaruh		
web	63761	oleh	1	5	0	1	terpengaruh		
web	74656	oleh	0	2	1	1	terpengaruh		
web	76846	oleh	0	8	1	1	terpengaruh		
web	81037	zero	0	2	0	1	terpengaruh		
web	82091	oleh	0	3	1	1	terpengaruh		
web	83429	zero	0	5	0	1	terpengaruh		
web	83460	zero	0	2	1	1	terpengaruh		
web	87908	oleh	0	2	0	1	terpengaruh		
web	102303	oleh	0	4	1	1	terpengaruh		
web	118351	oleh	0	7	1	1	terpengaruh		
web	127711	oleh	0	3	1	1	terpengaruh		
web	129641	zero	0	5	1	1	terpengaruh		
web	135683	oleh	0	2	1	1	terpengaruh		
web	138571	zero	0	3	0	1	terpengaruh		
web	148249	zero	0	9	0	1	terpengaruh		
web	151376	oleh	0	1	0	1	terpengaruh		
web	160604	oleh	0	4	1	1	terpengaruh		
web	165244	oleh	0	4	1	1	terpengaruh		
web	176318	oleh	0	2	1	1	terpengaruh		
web	183667	oleh	0	3	0	1	terpengaruh		
web	184020	oleh	0	1	0	1	terpengaruh		
web	188618	zero	0	3	1	1	terpengaruh		
web	194379	zero	0	4	0	1	terpengaruh		
web	198017	zero	0	2	1	1	terpengaruh		
web	198815	oleh	0	2	0	1	terpengaruh		
web	206681	zero	0	4	1	1	terpengaruh		
web	207238	oleh	0	6	0	1	terpengaruh		
web	207247	oleh	0	2	1	1	terpengaruh		
web	209459	oleh	0	8	0	1	terpengaruh		
web	222297	oleh	0	2	1	1	terpengaruh		
web	228061	oleh	0	2	0	1	terpengaruh		
web	236314	oleh	0	4	1	1	terpengaruh		
web	242520	oleh	0	6	1	1	terpengaruh		
web	242840	zero	0	1	0	1	terpengaruh		
web	244297	zero	0	4	0	1	terpengaruh		
web	258231	oleh	0	5	0	1	terpengaruh		
web	266608	oleh	0	4	0	1	terpengaruh		
web	275041	oleh	1	13	1	1	terpengaruh		
web	276011	oleh	0	6	0	1	terpengaruh		
web	277492	oleh	0	6	0	1	terpengaruh		
web	285871	zero	0	1	0	1	terpengaruh		
web	287778	zero	0	3	0	1	terpengaruh		
web	289480	oleh	0	3	1	1	terpengaruh		
web	292826	zero	0	3	1	1	terpengaruh		
wiki	2257	oleh	0	2	0	1	terpengaruh		
wiki	17108	zero	0	2	0	1	terpengaruh		
wiki	22008	oleh	0	2	0	1	terpengaruh		
wiki	24081	oleh	0	1	1	1	terpengaruh		
wiki	27873	oleh	0	5	0	1	terpengaruh		
wiki	27920	oleh	0	4	0	1	terpengaruh		
wiki	29010	oleh	0	3	1	1	terpengaruh		
wiki	29753	oleh	1	2	0	1	terpengaruh		
wiki	30623	oleh	0	1	1	1	terpengaruh		
wiki	30760	oleh	0	2	1	1	terpengaruh		
wiki	31068	oleh	0	4	1	1	terpengaruh		
wiki	36862	oleh	0	3	1	1	terpengaruh		
wiki	37452	zero	0	2	0	1	terpengaruh		
wiki	43775	oleh	0	2	1	1	terpengaruh		
wiki	43907	oleh	1	1	0	1	terpengaruh		
wiki	58871	zero	0	3	0	1	terpengaruh		
wiki	62859	oleh	0	2	0	1	terpengaruh		
wiki	64236	oleh	0	4	1	1	terpengaruh		
wiki	65661	zero	0	3	0	1	terpengaruh		
wiki	71579	oleh	0	4	1	1	terpengaruh		
wiki	71585	oleh	0	2	1	1	terpengaruh		
wiki	79922	oleh	0	2	1	1	terpengaruh		
wiki	85281	zero	0	6	1	1	terpengaruh		
wiki	85282	zero	0	4	1	1	terpengaruh		
wiki	92424	zero	0	4	0	1	terpengaruh		
wiki	93232	oleh	0	6	0	1	terpengaruh		
wiki	96750	zero	0	2	0	1	terpengaruh		
wiki	107558	zero	0	4	0	1	terpengaruh		
wiki	112301	zero	0	8	1	1	terpengaruh		
wiki	113040	oleh	0	5	0	1	terpengaruh		
wiki	114221	oleh	0	5	0	1	terpengaruh		
wiki	121593	oleh	0	6	0	1	terpengaruh		
wiki	131901	zero	0	1	0	1	terpengaruh		
wiki	138514	zero	0	6	1	1	terpengaruh		
wiki	139187	oleh	0	5	0	1	terpengaruh		
wiki	139230	oleh	0	4	0	1	terpengaruh		
wiki	139795	zero	0	2	1	1	terpengaruh		
wiki	142625	oleh	0	9	1	1	terpengaruh		
wiki	147488	oleh	0	2	1	1	terpengaruh		
wiki	148961	oleh	0	2	1	1	terpengaruh		
wiki	158891	oleh	0	6	1	1	terpengaruh		
wiki	162001	oleh	1	5	1	1	terpengaruh		
wiki	180130	zero	0	2	1	1	terpengaruh		
wiki	187142	zero	0	5	1	1	terpengaruh		
wiki	195563	oleh	0	2	0	1	terpengaruh		
wiki	206224	oleh	0	2	0	1	terpengaruh		
wiki	206233	zero	0	9	0	1	terpengaruh		
wiki	223801	oleh	0	1	1	1	terpengaruh		
wiki	225332	zero	0	2	0	1	terpengaruh		
wiki	227443	oleh	0	2	1	1	terpengaruh		
wiki	230224	oleh	1	2	1	1	terpengaruh		
wiki	230921	oleh	0	5	0	1	terpengaruh		
wiki	232940	zero	0	2	0	1	terpengaruh		
wiki	234508	oleh	0	3	0	1	terpengaruh		
wiki	236879	zero	0	3	1	1	terpengaruh		
wiki	239661	zero	0	1	0	1	terpengaruh		
wiki	243122	oleh	1	1	0	1	terpengaruh		
wiki	244544	oleh	0	6	0	1	terpengaruh		
wiki	245588	zero	0	2	1	1	terpengaruh		
wiki	251142	zero	0	6	1	1	terpengaruh		
wiki	258884	oleh	0	7	0	1	terpengaruh		
wiki	259256	oleh	0	2	0	1	terpengaruh		
wiki	265730	oleh	0	1	0	1	terpengaruh		
wiki	266525	oleh	1	3	0	1	terpengaruh		
wiki	277703	zero	0	3	0	1	terpengaruh		
wiki	277947	oleh	0	11	0	1	terpengaruh		
wiki	281685	oleh	1	4	0	1	terpengaruh		
wiki	283401	oleh	0	7	0	1	terpengaruh		
wiki	287588	oleh	0	2	1	1	terpengaruh		
wiki	295692	oleh	0	2	0	1	terpengaruh		
mix	8221	oleh	1	2	1	1	terinspirasi		
mix	33698	oleh	0	7	1	1	terinspirasi		
mix	65674	zero	1	3	1	1	terinspirasi		
mix	101977	oleh	0	9	0	1	terinspirasi		
mix	104803	oleh	1	2	0	1	terinspirasi		
mix	112795	oleh	1	1	1	1	terinspirasi		
mix	136964	oleh	0	1	1	1	terinspirasi		
mix	145997	oleh	0	3	0	1	terinspirasi		
mix	163167	zero	1	1	1	1	terinspirasi		
mix	169088	zero	0	8	1	1	terinspirasi		
mix	175826	oleh	0	9	1	1	terinspirasi		
mix	177119	zero	0	6	0	1	terinspirasi		
mix	187333	oleh	0	10	1	1	terinspirasi		
mix	210372	oleh	0	9	1	1	terinspirasi		
web	8234	zero	0	3	1	1	terinspirasi		
web	33026	oleh	0	7	1	1	terinspirasi		
web	91828	zero	0	1	0	1	terinspirasi		
web	110782	zero	0	7	1	1	terinspirasi		
web	134974	zero	0	2	0	1	terinspirasi		
web	156362	zero	1	5	0	1	terinspirasi		
web	172671	oleh	0	7	1	1	terinspirasi		
web	202312	oleh	0	5	1	1	terinspirasi		
web	234739	oleh	0	4	0	1	terinspirasi		
web	278633	oleh	1	3	1	1	terinspirasi		
web	284551	oleh	0	2	1	1	terinspirasi		
wiki	9609	oleh	0	20	0	1	terinspirasi		
wiki	12104	oleh	1	3	1	1	terinspirasi		
wiki	17547	oleh	0	4	0	1	terinspirasi		
wiki	17794	oleh	1	5	0	1	terinspirasi		
wiki	17905	oleh	0	3	0	1	terinspirasi		
wiki	23238	oleh	0	5	1	1	terinspirasi		
wiki	26897	oleh	0	5	1	1	terinspirasi		
wiki	30387	zero	0	2	1	1	terinspirasi		
wiki	32565	zero	0	5	0	1	terinspirasi		
wiki	41664	oleh	0	3	0	1	terinspirasi		
wiki	42035	oleh	0	9	1	1	terinspirasi		
wiki	42487	oleh	0	5	0	1	terinspirasi		
wiki	43146	oleh	1	9	1	1	terinspirasi		
wiki	44774	oleh	0	5	1	1	terinspirasi		
wiki	47742	oleh	0	2	1	1	terinspirasi		
wiki	52047	oleh	0	4	0	1	terinspirasi		
wiki	53218	oleh	0	5	0	1	terinspirasi		
wiki	53221	oleh	0	9	0	1	terinspirasi		
wiki	57520	oleh	1	1	0	1	terinspirasi		
wiki	61302	zero	0	4	0	1	terinspirasi		
wiki	63282	oleh	1	3	0	1	terinspirasi		
wiki	64998	oleh	0	4	1	1	terinspirasi		
wiki	64999	oleh	0	4	1	1	terinspirasi		
wiki	69611	oleh	1	6	0	1	terinspirasi		
wiki	72624	oleh	0	5	0	1	terinspirasi		
wiki	80298	zero	0	5	0	1	terinspirasi		
wiki	83455	oleh	0	1	0	1	terinspirasi		
wiki	83483	oleh	0	5	1	1	terinspirasi		
wiki	85023	oleh	0	7	0	1	terinspirasi		
wiki	93280	oleh	1	1	0	1	terinspirasi		
wiki	96646	oleh	1	6	1	1	terinspirasi		
wiki	111446	oleh	0	6	0	1	terinspirasi		
wiki	111867	oleh	0	7	0	1	terinspirasi		
wiki	112441	oleh	0	6	0	1	terinspirasi		
wiki	114515	oleh	0	1	0	1	terinspirasi		
wiki	114993	oleh	0	2	0	1	terinspirasi		
wiki	115428	oleh	0	2	0	1	terinspirasi		
wiki	120617	oleh	0	2	1	1	terinspirasi		
wiki	127323	oleh	0	4	0	1	terinspirasi		
wiki	128948	oleh	0	14	1	1	terinspirasi		
wiki	129376	oleh	0	2	0	1	terinspirasi		
wiki	129378	oleh	1	5	1	1	terinspirasi		
wiki	130386	oleh	1	2	0	1	terinspirasi		
wiki	131133	oleh	1	1	1	1	terinspirasi		
wiki	133359	oleh	0	8	0	1	terinspirasi		
wiki	133377	oleh	1	7	0	1	terinspirasi		
wiki	137707	oleh	0	4	0	1	terinspirasi		
wiki	145311	zero	0	3	1	1	terinspirasi		
wiki	146122	oleh	1	5	1	1	terinspirasi		
wiki	151873	oleh	0	13	1	1	terinspirasi		
wiki	152844	oleh	0	3	1	1	terinspirasi		
wiki	152864	oleh	0	6	0	1	terinspirasi		
wiki	152878	oleh	0	3	1	1	terinspirasi		
wiki	154416	oleh	0	4	0	1	terinspirasi		
wiki	154537	oleh	1	1	0	1	terinspirasi		
wiki	156669	oleh	0	22	0	1	terinspirasi		
wiki	161028	oleh	0	3	0	1	terinspirasi		
wiki	163279	oleh	1	1	0	1	terinspirasi		
wiki	169544	oleh	0	1	0	1	terinspirasi		
wiki	179191	oleh	0	13	0	1	terinspirasi		
wiki	185751	oleh	1	6	0	1	terinspirasi		
wiki	186186	oleh	1	1	1	1	terinspirasi		
wiki	193085	oleh	0	2	0	1	terinspirasi		
wiki	194523	oleh	0	10	0	1	terinspirasi		
wiki	198891	oleh	1	1	1	1	terinspirasi		
wiki	198903	oleh	0	12	1	1	terinspirasi		
wiki	198914	oleh	0	13	0	1	terinspirasi		
wiki	202551	oleh	0	6	0	1	terinspirasi		
wiki	207591	oleh	0	7	1	1	terinspirasi		
wiki	211536	oleh	0	4	1	1	terinspirasi		
wiki	224194	oleh	0	5	0	1	terinspirasi		
wiki	224195	oleh	0	3	0	1	terinspirasi		
wiki	227407	oleh	1	7	0	1	terinspirasi		
wiki	228635	oleh	0	2	0	1	terinspirasi		
wiki	230328	oleh	0	12	0	1	terinspirasi		
wiki	235458	zero	0	4	0	1	terinspirasi		
wiki	237462	oleh	0	7	0	1	terinspirasi		
wiki	241275	zero	0	2	1	1	terinspirasi		
wiki	250059	oleh	1	9	1	1	terinspirasi		
wiki	252939	oleh	1	2	1	1	terinspirasi		
wiki	256500	oleh	0	7	0	1	terinspirasi		
wiki	257730	oleh	1	16	0	1	terinspirasi		
wiki	260331	oleh	1	3	0	1	terinspirasi		
wiki	263241	oleh	0	9	0	1	terinspirasi		
wiki	263707	oleh	0	9	1	1	terinspirasi		
wiki	263914	oleh	0	5	1	1	terinspirasi		
wiki	263936	oleh	0	12	0	1	terinspirasi		
wiki	264036	oleh	0	8	0	1	terinspirasi		
wiki	264471	oleh	0	13	0	1	terinspirasi		
wiki	264883	oleh	0	2	0	1	terinspirasi		
wiki	278169	zero	0	4	0	1	terinspirasi		
wiki	278511	oleh	1	2	1	1	terinspirasi		
wiki	278650	oleh	1	1	0	1	terinspirasi		
wiki	278933	oleh	0	4	1	1	terinspirasi		
wiki	279727	oleh	0	3	0	1	terinspirasi		
wiki	292712	oleh	0	15	0	1	terinspirasi		
wiki	292911	oleh	0	2	0	1	terinspirasi		
wiki	296805	oleh	0	4	1	1	terinspirasi		
wiki	298196	oleh	0	3	1	1	terinspirasi		
wiki	299352	oleh	0	7	0	1	terinspirasi		
mix	10610	oleh	0	2	0	0	terlihat		
mix	13836	oleh	1	1	0	0	terlihat		
mix	19237	oleh	1	2	1	0	terlihat		
mix	25932	oleh	1	1	1	0	terlihat		
mix	29704	oleh	1	1	0	0	terlihat		
mix	37910	oleh	1	1	0	0	terlihat		
mix	45865	oleh	1	2	0	0	terlihat		
mix	50050	oleh	1	2	0	0	terlihat		
mix	61251	zero	0	1	0	0	terlihat		
mix	80520	oleh	1	2	1	0	terlihat		
mix	88404	oleh	0	1	0	0	terlihat		
mix	97469	oleh	1	1	0	0	terlihat		
mix	105566	oleh	1	2	0	0	terlihat		
mix	113820	oleh	1	1	1	0	terlihat		
mix	130841	oleh	1	1	0	0	terlihat		
mix	135123	oleh	1	1	0	0	terlihat		
mix	138954	oleh	1	11	0	0	terlihat		
mix	154513	zero	0	1	0	0	terlihat		
mix	156825	oleh	0	1	0	0	terlihat		
mix	157842	oleh	1	1	0	0	terlihat		
mix	181499	oleh	1	1	0	0	terlihat		
mix	187904	oleh	1	1	0	0	terlihat		
mix	203060	oleh	1	1	1	0	terlihat		
mix	208877	oleh	1	1	0	0	terlihat		
mix	214746	oleh	1	6	0	0	terlihat		
mix	249309	oleh	0	2	0	0	terlihat		
mix	259222	zero	1	3	0	0	terlihat		
mix	268880	oleh	1	2	0	0	terlihat		
mix	293319	oleh	1	3	1	0	terlihat		
web	1698	oleh	1	1	0	0	terlihat		
web	9382	oleh	1	1	0	0	terlihat		
web	9983	oleh	1	5	0	0	terlihat		
web	11053	zero	0	1	0	0	terlihat		
web	35114	oleh	0	2	0	0	terlihat		
web	46971	zero	1	2	1	0	terlihat		
web	92430	zero	0	1	0	0	terlihat		
web	93097	oleh	1	6	0	0	terlihat		
web	103684	oleh	1	2	0	0	terlihat		
web	114195	oleh	1	2	0	0	terlihat		
web	115423	oleh	0	1	0	0	terlihat		
web	121456	oleh	0	2	1	0	terlihat		
web	121925	oleh	1	2	0	0	terlihat		
web	123180	oleh	1	1	0	0	terlihat		
web	125468	oleh	1	2	1	0	terlihat		
web	126635	oleh	1	1	0	0	terlihat		
web	130308	oleh	0	1	1	0	terlihat		
web	135565	zero	0	1	0	0	terlihat		
web	136704	oleh	1	1	0	0	terlihat		
web	141681	oleh	1	3	0	0	terlihat		
web	142578	oleh	1	1	0	0	terlihat		
web	151459	oleh	0	4	0	0	terlihat		
web	165874	oleh	1	7	0	0	terlihat		
web	183233	oleh	1	4	0	0	terlihat		
web	187131	oleh	1	1	0	0	terlihat		
web	198848	zero	1	1	0	0	terlihat		
web	201362	oleh	1	1	0	0	terlihat		
web	213420	oleh	1	1	0	0	terlihat		
web	227710	zero	1	1	1	0	terlihat		
web	237237	oleh	1	1	1	0	terlihat		
web	260709	oleh	1	5	0	0	terlihat		
web	276730	oleh	1	1	0	0	terlihat		
web	277045	oleh	0	3	0	0	terlihat		
web	291987	oleh	1	1	0	0	terlihat		
web	293215	oleh	1	5	1	0	terlihat		
web	298832	oleh	1	2	0	0	terlihat		
wiki	3098	oleh	1	4	0	0	terlihat		
wiki	16586	oleh	1	12	1	0	terlihat		
wiki	19755	oleh	0	2	0	0	terlihat		
wiki	22317	zero	0	1	0	0	terlihat		
wiki	26530	oleh	0	1	1	0	terlihat		
wiki	48457	oleh	0	1	0	0	terlihat		
wiki	54051	oleh	1	1	0	0	terlihat		
wiki	63473	oleh	1	1	0	0	terlihat		
wiki	78694	oleh	1	1	0	0	terlihat		
wiki	78713	oleh	0	2	0	0	terlihat		
wiki	78737	oleh	1	1	0	0	terlihat		
wiki	78957	oleh	0	2	0	0	terlihat		
wiki	84881	oleh	1	2	0	0	terlihat		
wiki	87469	oleh	1	5	0	0	terlihat		
wiki	93159	oleh	1	2	0	0	terlihat		
wiki	124061	oleh	1	2	1	0	terlihat		
wiki	128208	oleh	1	1	1	0	terlihat		
wiki	183567	oleh	1	2	0	0	terlihat		
wiki	189295	zero	1	1	0	0	terlihat		
wiki	214088	oleh	1	2	0	0	terlihat		
wiki	221602	oleh	1	3	1	0	terlihat		
wiki	252710	oleh	1	4	0	0	terlihat		
wiki	253649	oleh	1	10	0	0	terlihat		
wiki	259178	oleh	0	2	0	0	terlihat		
wiki	263389	oleh	1	6	0	0	terlihat		
wiki	273125	oleh	0	2	0	0	terlihat		
wiki	296168	oleh	0	2	0	0	terlihat		
mix	182	oleh	0	1	0	1	terganggu		
mix	32499	oleh	0	3	0	1	terganggu		
mix	33236	oleh	0	7	0	1	terganggu		
mix	38182	oleh	0	1	0	1	terganggu		
mix	44427	oleh	0	3	1	1	terganggu		
mix	51024	oleh	0	4	1	1	terganggu		
mix	76315	oleh	1	2	1	1	terganggu		
mix	79895	zero	0	1	0	1	terganggu		
mix	88193	oleh	0	2	0	1	terganggu		
mix	91208	zero	0	1	0	1	terganggu		
mix	97055	zero	0	2	0	1	terganggu		
mix	97996	zero	0	3	0	1	terganggu		
mix	120138	oleh	0	4	1	1	terganggu		
mix	120601	oleh	1	1	0	1	terganggu		
mix	132386	oleh	0	5	1	1	terganggu		
mix	132843	oleh	0	2	0	1	terganggu		
mix	147181	oleh	0	2	0	1	terganggu		
mix	157144	oleh	0	1	1	1	terganggu		
mix	168360	oleh	0	1	0	1	terganggu		
mix	176448	zero	0	2	1	1	terganggu		
mix	178813	zero	0	6	1	1	terganggu		
mix	214966	oleh	0	6	0	1	terganggu		
mix	223275	oleh	0	8	1	1	terganggu		
mix	229364	oleh	0	6	0	1	terganggu		
mix	239648	zero	0	7	0	1	terganggu		
mix	242815	oleh	1	1	1	1	terganggu		
mix	243756	oleh	0	6	0	1	terganggu		
mix	244515	oleh	0	9	0	1	terganggu		
mix	257320	oleh	0	3	1	1	terganggu		
mix	292431	oleh	1	1	1	1	terganggu		
web	2775	zero	0	5	0	1	terganggu		
web	8458	zero	0	2	1	1	terganggu		
web	44477	zero	0	3	0	1	terganggu		
web	57710	zero	0	2	0	1	terganggu		
web	64973	oleh	0	4	0	1	terganggu		
web	68853	oleh	0	4	1	1	terganggu		
web	72132	oleh	0	1	0	1	terganggu		
web	75599	zero	1	1	0	1	terganggu		
web	107414	oleh	0	3	0	1	terganggu		
web	115257	oleh	0	4	0	1	terganggu		
web	115557	zero	0	1	0	1	terganggu		
web	120670	oleh	0	3	0	1	terganggu		
web	129663	oleh	0	2	1	1	terganggu		
web	141222	zero	0	1	0	1	terganggu		
web	141336	oleh	0	2	0	1	terganggu		
web	154883	oleh	1	1	1	1	terganggu		
web	169578	oleh	0	8	0	1	terganggu		
web	171028	oleh	0	6	0	1	terganggu		
web	252243	zero	0	4	0	1	terganggu		
web	287106	oleh	0	6	0	1	terganggu		
web	289913	oleh	0	4	1	1	terganggu		
wiki	13668	zero	0	2	0	1	terganggu		
wiki	13983	oleh	0	4	0	1	terganggu		
wiki	18443	oleh	0	1	1	1	terganggu		
wiki	30640	oleh	1	6	1	1	terganggu		
wiki	41446	oleh	0	2	1	1	terganggu		
wiki	51234	oleh	1	1	1	1	terganggu		
wiki	58490	oleh	0	3	0	1	terganggu		
wiki	72633	oleh	0	3	1	1	terganggu		
wiki	76247	zero	0	4	0	1	terganggu		
wiki	83661	oleh	0	2	1	1	terganggu		
wiki	89756	oleh	0	6	0	1	terganggu		
wiki	117572	zero	0	3	0	1	terganggu		
wiki	118610	oleh	0	3	0	1	terganggu		
wiki	122416	oleh	0	4	1	1	terganggu		
wiki	142415	oleh	0	3	1	1	terganggu		
wiki	145279	oleh	0	4	1	1	terganggu		
wiki	152919	oleh	0	10	0	1	terganggu		
wiki	157111	oleh	0	2	1	1	terganggu		
wiki	171546	oleh	0	12	0	1	terganggu		
wiki	193594	oleh	0	12	0	1	terganggu		
